b000jz4hqo,http://www.google.com/base/feeds/snippets/18441480711193821750
b0006zf55o,http://www.google.com/base/feeds/snippets/18441504609012350988
b00004tkvy,http://www.google.com/base/feeds/snippets/18441110047404795849
b000g80lqo,http://www.google.com/base/feeds/snippets/18441188461196475272
b0006se5bq,http://www.google.com/base/feeds/snippets/18428750969726461849
b000ehpzv8,http://www.google.com/base/feeds/snippets/18415416380788323186
b00021xhzw,http://www.google.com/base/feeds/snippets/18430621475529168165
b000gzwjgc,http://www.google.com/base/feeds/snippets/18364594771437004643
b0000dbykm,http://www.google.com/base/feeds/snippets/18434163358494173665
b00029bqa2,http://www.google.com/base/feeds/snippets/13801903643027621522
b0007prnjo,http://www.google.com/base/feeds/snippets/18434733520229761009
b000aazr5i,http://www.google.com/base/feeds/snippets/18433166181981577716
b000bhl1r8,http://www.google.com/base/feeds/snippets/18434640068073839470
b000i82j80,http://www.google.com/base/feeds/snippets/12086037741590312489
b00006hmwc,http://www.google.com/base/feeds/snippets/18434525344397886462
b000in6u62,http://www.google.com/base/feeds/snippets/18434616791723899127
b000083k56,http://www.google.com/base/feeds/snippets/5658005667319165691
b00006hvvo,http://www.google.com/base/feeds/snippets/3409784122469217433
b0000ycfcw,http://www.google.com/base/feeds/snippets/321181551780335576
b00066dd5m,http://www.google.com/base/feeds/snippets/949436197920820923
b00002sac9,http://www.google.com/base/feeds/snippets/12418972562708861095
b000bcz8ng,http://www.google.com/base/feeds/snippets/17052598335348976834
b000fm18vi,http://www.google.com/base/feeds/snippets/3620383930983735395
b00009apna,http://www.google.com/base/feeds/snippets/17957237446439600306
b0009rgzgm,http://www.google.com/base/feeds/snippets/13226106504971179022
b000ap2wyw,http://www.google.com/base/feeds/snippets/2622452102774676117
b000o24l3q,http://www.google.com/base/feeds/snippets/7117788517647646539
b0009jlux8,http://www.google.com/base/feeds/snippets/18403568462989725383
b000cszg2m,http://www.google.com/base/feeds/snippets/13369356481632433699
b00023azve,http://www.google.com/base/feeds/snippets/17451370028015177558
b000ndicuy,http://www.google.com/base/feeds/snippets/18360848918004373034
b0000ycfdq,http://www.google.com/base/feeds/snippets/12846244427931030930
b0007yepy6,http://www.google.com/base/feeds/snippets/10772275632897457554
b000cpmtwk,http://www.google.com/base/feeds/snippets/11179585669816570240
b0002qnd2y,http://www.google.com/base/feeds/snippets/17894887781222328015
b000h22pg8,http://www.google.com/base/feeds/snippets/18427513736767114578
b0009h9q1i,http://www.google.com/base/feeds/snippets/17165389585205797735
b000cqyclu,http://www.google.com/base/feeds/snippets/16354170032183470835
b0001db6i6,http://www.google.com/base/feeds/snippets/16082214750107850450
b000bl40dg,http://www.google.com/base/feeds/snippets/17525113929121763576
b000h22rbg,http://www.google.com/base/feeds/snippets/17362544992159710827
b000bezsyi,http://www.google.com/base/feeds/snippets/18389772286278704810
b0007g9760,http://www.google.com/base/feeds/snippets/15910785112023010514
b0001bg5gq,http://www.google.com/base/feeds/snippets/12024241460287341882
b000ivhozk,http://www.google.com/base/feeds/snippets/12543046747030237240
b000buqo9a,http://www.google.com/base/feeds/snippets/18388258643346032817
b00032heya,http://www.google.com/base/feeds/snippets/6195321262763979528
b000butd6q,http://www.google.com/base/feeds/snippets/18433166181981577716
b00032hexq,http://www.google.com/base/feeds/snippets/6856336028258284106
b000b6vlh4,http://www.google.com/base/feeds/snippets/18434302370975323523
b0009i9tqy,http://www.google.com/base/feeds/snippets/8804538687114603592
b00024yohy,http://www.google.com/base/feeds/snippets/9205821354688722990
b00020633g,http://www.google.com/base/feeds/snippets/18352674914916743912
b000cbqbby,http://www.google.com/base/feeds/snippets/15968024348116246841
b0002x1omi,http://www.google.com/base/feeds/snippets/7039940734695244235
b0009stm6g,http://www.google.com/base/feeds/snippets/7117788517647646539
b000ap0h94,http://www.google.com/base/feeds/snippets/15918748426604243470
b0000ycfe0,http://www.google.com/base/feeds/snippets/8175198959985911471
b00006j02n,http://www.google.com/base/feeds/snippets/18268949289189904876
b0000aka82,http://www.google.com/base/feeds/snippets/18384280629938052082
b00002s8if,http://www.google.com/base/feeds/snippets/9328281920275284345
b0009ren8e,http://www.google.com/base/feeds/snippets/4823291609006887387
b000a3x6te,http://www.google.com/base/feeds/snippets/16407653863068941558
b000bnb72g,http://www.google.com/base/feeds/snippets/18391865764441158658
b000ap422c,http://www.google.com/base/feeds/snippets/16044739851240276503
b000098xjo,http://www.google.com/base/feeds/snippets/12977989837023766149
b000314vvu,http://www.google.com/base/feeds/snippets/18384366678790095384
b000100eg4,http://www.google.com/base/feeds/snippets/18445976014632333575
b000fa5ens,http://www.google.com/base/feeds/snippets/18384136689746651786
b0002e3g6o,http://www.google.com/base/feeds/snippets/18384557845547191313
b000ju9ndq,http://www.google.com/base/feeds/snippets/18415362730463850497
b000nqq29y,http://www.google.com/base/feeds/snippets/13125236767288549966
